-3.377289697527885437e-02,2.062612771987915039e-02,-1.712789833545684814e-01,-2.403239719569683075e-02,4.611430317163467407e-02,6.561756134033203125e-02,-1.078005358576774597e-01,6.471711397171020508e-02,1.596660912036895752e-01,-2.469240427017211914e-01,2.422822266817092896e-02,1.642479002475738525e-01,-1.866174489259719849e-01,1.000811457633972168e-01,1.003321707248687744e-01,-2.906493283808231354e-02,1.654226183891296387e-01,-9.675270318984985352e-02,1.999676227569580078e-03,-1.405191719532012939e-01,-1.370121091604232788e-01,6.456238031387329102e-02,1.612601615488529205e-02,2.306158542633056641e-01,4.863113537430763245e-02,-1.184486672282218933e-01,1.678551584482192993e-01,-7.746086339466273785e-05,1.068812012672424316e-01,-6.333494186401367188e-02,1.990738362073898315e-01,1.467315405607223511e-01
9.333519637584686279e-02,-5.249121189117431641e-01,-7.936906218528747559e-01,1.085506100207567215e-02,-4.274258315563201904e-01,-4.283427596092224121e-01,-1.424257904291152954e-01,-1.913206428289413452e-01,-3.373287439346313477e+00,7.815506309270858765e-02,-5.194845795631408691e-01,-4.275456964969635010e-01,-2.465847253799438477e+00,-1.454027742147445679e-01,-2.149899005889892578e-01,-4.737923387438058853e-03,-1.514147222042083740e-01,-4.968565940856933594e+00,-2.050639837980270386e-01,-2.398231774568557739e-01,-2.664946794509887695e+00,-6.284117698669433594e-01,-9.967365860939025879e-01,-3.637633621692657471e-01,-7.045326828956604004e-01,-1.547101736068725586e+00,-5.094882249832153320e-01,-5.812918543815612793e-01,-6.359028220176696777e-01,-2.768904268741607666e-01,-3.339600265026092529e-01,-7.915052026510238647e-02
-9.308418259024620056e-03,-8.964703418314456940e-03,1.022494137287139893e-01,3.154001533985137939e-01,-1.495483070611953735e-01,8.453117311000823975e-02,-5.913575738668441772e-02,-1.731625646352767944e-01,1.640679873526096344e-02,-1.805895864963531494e-01,-5.772934556007385254e-01,1.436504572629928589e-01,2.548802196979522705e-01,-6.020488590002059937e-02,2.750749588012695312e-01,2.780366539955139160e-01,-7.775187958031892776e-03,-3.014011383056640625e-01,6.116141378879547119e-02,1.589044034481048584e-01,-2.399374172091484070e-02,1.816791482269763947e-02,-1.605994701385498047e+00,-1.153134107589721680e-01,1.315957009792327881e-01,1.671604514122009277e-01,-3.117534797638654709e-04,1.159038916230201721e-01,1.461268216371536255e-01,5.573478937149047852e-01,-6.956480443477630615e-02,1.155426725745201111e-01
2.317082695662975311e-02,-3.154392167925834656e-02,1.563180387020111084e-01,-5.959914922714233398e-01,-1.301169395446777344e+00,-1.702603399753570557e-01,-7.557062804698944092e-02,-1.047909483313560486e-01,3.150602579116821289e-01,-8.883807659149169922e-01,-3.063648045063018799e-01,3.281349539756774902e-01,-3.259407579898834229e-01,6.311971694231033325e-02,4.139153286814689636e-03,-5.374016761779785156e-01,-3.683182895183563232e-01,2.528530955314636230e-01,1.008905097842216492e-01,6.287374496459960938e-01,3.239513635635375977e-01,-7.588161528110504150e-02,-1.729802012443542480e+00,-1.398731172084808350e-01,2.731905877590179443e-01,-4.799099564552307129e-01,-7.296580672264099121e-01,-6.755649298429489136e-02,3.341444209218025208e-02,5.789023041725158691e-01,-1.795486807823181152e-01,1.232652366161346436e-02
8.926188200712203979e-02,-1.002821326255798340e-01,-9.620917029678821564e-03,-4.696521500591188669e-04,1.032791286706924438e-01,-1.139210015535354614e-01,1.218813881278038025e-01,-2.437331974506378174e-01,-9.684637188911437988e-02,-1.367717683315277100e-01,-1.202450618147850037e-01,1.484259963035583496e-01,1.114430204033851624e-01,-1.457302570343017578e-01,-4.636532068252563477e-02,-5.402433872222900391e-02,-4.460042715072631836e-02,-2.483922839164733887e-01,-1.491183936595916748e-01,8.388143032789230347e-02,2.807226479053497314e-01,3.393127024173736572e-02,1.284666806459426880e-01,-1.151042580604553223e-01,2.010456472635269165e-01,-2.803423255681991577e-02,-7.236598432064056396e-02,-5.089498311281204224e-02,2.243518270552158356e-02,1.680630296468734741e-01,-1.270019263029098511e-01,1.857541874051094055e-02
2.150345221161842346e-02,5.755348876118659973e-02,-1.766847968101501465e-01,-5.921279266476631165e-02,1.372825801372528076e-01,-9.547691047191619873e-02,8.954737335443496704e-02,1.649574190378189087e-02,-2.063514739274978638e-01,-1.499692499637603760e-01,-1.197808310389518738e-01,-1.259489357471466064e-01,-1.686685383319854736e-01,-8.973705582320690155e-03,6.737677752971649170e-02,1.299305111169815063e-01,-5.929738283157348633e-02,-1.367804110050201416e-01,-1.854047030210494995e-01,-1.284826640039682388e-02,1.064936518669128418e-01,2.191764302551746368e-02,9.676210582256317139e-02,-2.017500847578048706e-01,7.407309114933013916e-02,2.899273671209812164e-02,6.249032914638519287e-02,-2.267575822770595551e-02,-1.273593902587890625e-01,4.119299724698066711e-02,-1.454285830259323120e-01,1.381843984127044678e-01
1.756120473146438599e-01,-8.041482418775558472e-02,-5.027828365564346313e-02,-9.239909797906875610e-02,3.008150160312652588e-01,1.389177292585372925e-01,-2.296587526798248291e-01,-1.503555774688720703e-01,-2.288751900196075439e-01,-2.655492350459098816e-02,-1.769651323556900024e-01,-1.183794513344764709e-01,6.360878795385360718e-02,-1.124667674303054810e-01,1.231901124119758606e-01,9.447148442268371582e-02,-1.438943892717361450e-01,-1.305816043168306351e-02,-4.170301556587219238e-02,5.291100218892097473e-02,2.373862117528915405e-01,3.385770600289106369e-03,-9.691791236400604248e-02,-1.296259164810180664e-01,5.567800253629684448e-02,3.936743736267089844e-01,-1.276017278432846069e-01,-1.107874777517281473e-05,-4.616526514291763306e-02,-2.506970055401325226e-02,2.420112192630767822e-01,6.333574652671813965e-02
-7.948278635740280151e-02,-5.141772999195381999e-05,-1.166009753942489624e-01,-2.479103207588195801e-02,-7.479700446128845215e-02,-3.819962590932846069e-02,-1.275768578052520752e-01,-3.571146167814731598e-03,2.519186139106750488e-01,-1.683970332145690918e+00,-1.578564941883087158e-01,4.269174635410308838e-01,-5.695604681968688965e-01,-3.800782607868313789e-03,-1.291167289018630981e-01,-3.268856406211853027e-01,-3.148355484008789062e-01,-1.433598995208740234e-01,-3.194437623023986816e-01,6.110784411430358887e-01,-1.894247531890869141e-02,-6.290590167045593262e-01,-1.752432584762573242e-01,-2.573252916336059570e-01,-5.364430323243141174e-02,-1.108556270599365234e+00,4.174781441688537598e-01,-1.666503250598907471e-01,-4.296070337295532227e-02,1.660516299307346344e-02,-1.078450679779052734e-01,4.215965420007705688e-02
-5.157018303871154785e-01,-3.178040683269500732e-01,-5.313008427619934082e-01,-1.929916441440582275e-02,-1.107591152191162109e+00,-7.526277303695678711e-01,-3.751170933246612549e-01,-1.826557368040084839e-01,-1.472415123134851456e-02,-4.358323756605386734e-03,4.226267337799072266e-02,-8.768385276198387146e-03,-5.835343599319458008e-01,-6.426455974578857422e-01,-5.979741215705871582e-01,-8.966981433331966400e-03,-3.779987990856170654e-01,-7.997779846191406250e+00,-1.937763571739196777e+00,-1.060057401657104492e+00,-8.219144940376281738e-01,-1.009076714515686035e+00,-4.741150438785552979e-01,-6.212246417999267578e-01,-6.456703543663024902e-01,-6.675151586532592773e-01,-1.481768768280744553e-02,-4.027310311794281006e-01,-4.558272361755371094e-01,7.559628486633300781e-01,-2.565973401069641113e-01,3.982476592063903809e-01
1.472562700510025024e-01,-1.425835024565458298e-02,-6.720934808254241943e-02,-2.473329007625579834e-02,-8.836232125759124756e-02,4.797894880175590515e-02,-2.328884601593017578e-01,-2.104270458221435547e-02,-3.975117206573486328e-02,-7.293312549591064453e-01,-4.965257346630096436e-01,-2.474362775683403015e-02,5.504303798079490662e-02,-3.503096848726272583e-02,1.565148122608661652e-02,-6.789233535528182983e-02,-1.206082925200462341e-01,-2.351624332368373871e-02,-2.141062259674072266e+00,4.209289252758026123e-01,-1.359963119029998779e-01,-1.473877429962158203e-01,-1.021339774131774902e+00,3.539911657571792603e-02,-2.122313901782035828e-02,-3.437785804271697998e-01,6.774454563856124878e-02,-2.701234817504882812e-01,-3.081491589546203613e-01,-2.752696573734283447e-01,-2.972110174596309662e-02,-1.153344735503196716e-01
1.230904906988143921e-01,-1.337863504886627197e-01,-3.205956816673278809e-01,1.950106024742126465e-02,-1.541067957878112793e-01,-2.214620709419250488e-01,2.405467070639133453e-02,-3.083891570568084717e-01,3.874614136293530464e-03,-1.492796421051025391e+00,-8.597868494689464569e-03,2.160291420295834541e-03,1.524390727281570435e-01,-2.230729013681411743e-01,-3.240613639354705811e-01,-1.146491803228855133e-02,-4.443287253379821777e-01,1.996118724346160889e-01,-5.117347836494445801e-01,-1.005261540412902832e+00,-7.146107405424118042e-02,-7.770195603370666504e-01,-5.070627927780151367e-01,-1.466991156339645386e-01,-1.509096473455429077e-01,-6.482536792755126953e-01,-6.690791994333267212e-02,1.487943083047866821e-01,-2.271593958139419556e-01,-7.764981985092163086e-01,-9.838116168975830078e-01,-1.425231546163558960e-01
5.502172559499740601e-02,7.554543018341064453e-02,2.370192557573318481e-01,1.919640451669692993e-01,-8.253195136785507202e-02,1.020327880978584290e-01,3.825286030769348145e-02,-1.839876025915145874e-01,1.589162498712539673e-01,-1.554395556449890137e-01,8.947964757680892944e-02,-1.174173578619956970e-01,9.711527824401855469e-02,2.439584881067276001e-01,2.482244074344635010e-01,-1.265065968036651611e-01,-2.215886116027832031e-01,5.576661229133605957e-02,-2.235780954360961914e-01,3.159985542297363281e-01,-2.070886455476284027e-02,-3.147093579173088074e-02,-2.858691811561584473e-01,-9.298264980316162109e-03,1.153088510036468506e-01,2.054298482835292816e-02,-6.263570487499237061e-02,1.531646102666854858e-01,4.338195919990539551e-02,-6.385094672441482544e-02,4.787071421742439270e-02,-4.785923659801483154e-02
-1.414933428168296814e-02,-1.927984058856964111e-01,-5.517910122871398926e-01,3.050191700458526611e-01,-4.295728504657745361e-01,8.113697916269302368e-02,5.251617729663848877e-02,7.587163243442773819e-03,-2.688623666763305664e-01,-3.301976025104522705e-01,-1.818045228719711304e-01,-1.997252106666564941e-01,-4.669405519962310791e-01,7.933957874774932861e-02,-1.490198671817779541e-01,3.200063407421112061e-01,7.798943668603897095e-02,5.145052075386047363e-01,-1.309513598680496216e-01,-5.432664752006530762e-01,1.569817066192626953e-01,-6.151495575904846191e-01,9.034196846187114716e-03,-1.914449632167816162e-01,-6.419265866279602051e-01,-5.863087773323059082e-01,-6.192526817321777344e-01,-2.339667975902557373e-01,7.939229905605316162e-02,-1.601041257381439209e-01,2.955359593033790588e-02,-4.781474173069000244e-02
-6.781506538391113281e-02,-1.768231391906738281e-03,1.215527281165122986e-01,-2.428495697677135468e-02,-1.023705396801233292e-02,1.462490111589431763e-01,2.126055210828781128e-02,-2.513965666294097900e-01,1.514450907707214355e-01,1.437658369541168213e-01,2.116293311119079590e-01,1.741680353879928589e-01,6.951845437288284302e-02,-1.158359944820404053e-01,-8.621650189161300659e-02,-3.259220160543918610e-03,-7.114246487617492676e-02,-1.754457950592041016e-01,5.305631458759307861e-02,2.188847213983535767e-01,-2.097256630659103394e-01,-6.817067414522171021e-02,8.314347267150878906e-02,1.406553387641906738e-01,1.065662056207656860e-01,2.352241575717926025e-01,3.797201812267303467e-02,-9.531003981828689575e-02,1.700070500373840332e-01,-1.754353493452072144e-01,3.294989466667175293e-02,-1.658367514610290527e-01
